frame,label,confidence,x,y,time
999,moc1,0.8223,817,663,2025-10-31T15:35:31.016406+00:00
999,moc3,0.7891,126,666,2025-10-31T15:35:31.016406+00:00
999,moc2,0.7622,693,402,2025-10-31T15:35:31.016406+00:00
999,dog,0.7358,599,567,2025-10-31T15:35:31.016406+00:00
999,moc4,0.4377,344,416,2025-10-31T15:35:31.016406+00:00
1000,songoku,0.8315,441,422,2025-10-31T15:35:31.053614+00:00
1000,moc1,0.8232,817,663,2025-10-31T15:35:31.053614+00:00
1000,moc3,0.7944,127,667,2025-10-31T15:35:31.053614+00:00
1000,dog,0.7705,600,567,2025-10-31T15:35:31.053614+00:00
1000,moc2,0.7622,692,402,2025-10-31T15:35:31.053614+00:00
1000,moc4,0.5508,345,418,2025-10-31T15:35:31.053614+00:00
1001,songoku,0.8413,441,423,2025-10-31T15:35:31.085307+00:00
1001,moc1,0.8374,817,663,2025-10-31T15:35:31.085307+00:00
1001,moc3,0.7905,126,667,2025-10-31T15:35:31.085307+00:00
1001,moc2,0.7734,691,402,2025-10-31T15:35:31.085307+00:00
1001,dog,0.7461,600,568,2025-10-31T15:35:31.085307+00:00
1001,moc4,0.5869,345,417,2025-10-31T15:35:31.085307+00:00
1002,moc1,0.8345,818,662,2025-10-31T15:35:31.117788+00:00
1002,songoku,0.834,441,422,2025-10-31T15:35:31.117788+00:00
1002,moc2,0.7827,692,400,2025-10-31T15:35:31.117788+00:00
1002,dog,0.7637,601,568,2025-10-31T15:35:31.117788+00:00
1002,moc3,0.7402,127,667,2025-10-31T15:35:31.117788+00:00
1002,moc4,0.5293,345,417,2025-10-31T15:35:31.117788+00:00
1003,moc1,0.8579,818,662,2025-10-31T15:35:31.149455+00:00
1003,songoku,0.8477,441,422,2025-10-31T15:35:31.149455+00:00
1003,dog,0.8164,601,567,2025-10-31T15:35:31.149455+00:00
1003,moc2,0.7993,692,401,2025-10-31T15:35:31.149455+00:00
1003,moc3,0.772,127,667,2025-10-31T15:35:31.149455+00:00
1003,moc4,0.4863,344,417,2025-10-31T15:35:31.149455+00:00
1004,moc1,0.8599,817,662,2025-10-31T15:35:31.181277+00:00
1004,songoku,0.8306,442,422,2025-10-31T15:35:31.181277+00:00
1004,dog,0.8242,602,567,2025-10-31T15:35:31.181277+00:00
1004,moc2,0.814,693,401,2025-10-31T15:35:31.181277+00:00
1004,moc3,0.7759,126,667,2025-10-31T15:35:31.181277+00:00
1004,moc4,0.5215,344,418,2025-10-31T15:35:31.181277+00:00
1005,moc1,0.855,817,663,2025-10-31T15:35:31.216142+00:00
1005,songoku,0.8394,442,423,2025-10-31T15:35:31.216142+00:00
1005,dog,0.8164,603,567,2025-10-31T15:35:31.216142+00:00
1005,moc3,0.8042,127,667,2025-10-31T15:35:31.216142+00:00
1005,moc2,0.7866,693,402,2025-10-31T15:35:31.216142+00:00
1005,moc4,0.4668,344,418,2025-10-31T15:35:31.216142+00:00
1006,moc1,0.8623,817,663,2025-10-31T15:35:31.244642+00:00
1006,songoku,0.8564,441,422,2025-10-31T15:35:31.244642+00:00
1006,dog,0.8154,605,567,2025-10-31T15:35:31.244642+00:00
1006,moc3,0.7827,127,667,2025-10-31T15:35:31.244642+00:00
1006,moc2,0.7446,693,402,2025-10-31T15:35:31.244642+00:00
1006,moc4,0.5117,345,419,2025-10-31T15:35:31.244642+00:00
1007,dog,0.8457,608,566,2025-10-31T15:35:31.275960+00:00
1007,moc1,0.8311,817,663,2025-10-31T15:35:31.275960+00:00
1007,songoku,0.8306,442,423,2025-10-31T15:35:31.275960+00:00
1007,moc3,0.7983,125,667,2025-10-31T15:35:31.275960+00:00
1007,moc2,0.7578,693,402,2025-10-31T15:35:31.275960+00:00
1007,moc4,0.4436,343,416,2025-10-31T15:35:31.275960+00:00
1008,songoku,0.8384,442,421,2025-10-31T15:35:31.313656+00:00
1008,moc1,0.8311,818,662,2025-10-31T15:35:31.313656+00:00
1008,moc2,0.8032,692,400,2025-10-31T15:35:31.313656+00:00
1008,dog,0.7983,614,564,2025-10-31T15:35:31.315661+00:00
1008,moc3,0.7622,127,667,2025-10-31T15:35:31.315661+00:00
1008,moc4,0.4417,342,416,2025-10-31T15:35:31.316165+00:00
1009,dog,0.8652,620,565,2025-10-31T15:35:31.345542+00:00
1009,moc1,0.8428,817,661,2025-10-31T15:35:31.345542+00:00
1009,songoku,0.8286,442,422,2025-10-31T15:35:31.345542+00:00
1009,moc2,0.7812,692,400,2025-10-31T15:35:31.347546+00:00
1009,moc3,0.7798,127,667,2025-10-31T15:35:31.347546+00:00
1009,moc4,0.583,345,416,2025-10-31T15:35:31.347546+00:00
1010,songoku,0.8384,441,423,2025-10-31T15:35:31.377503+00:00
1010,moc1,0.8232,818,663,2025-10-31T15:35:31.377503+00:00
1010,moc3,0.8174,126,667,2025-10-31T15:35:31.377503+00:00
1010,dog,0.792,626,562,2025-10-31T15:35:31.377503+00:00
1010,moc2,0.7773,693,402,2025-10-31T15:35:31.377503+00:00
1010,moc4,0.498,345,417,2025-10-31T15:35:31.379508+00:00
1011,moc1,0.8438,818,663,2025-10-31T15:35:31.409060+00:00
1011,songoku,0.8271,441,423,2025-10-31T15:35:31.409060+00:00
1011,moc3,0.8198,126,668,2025-10-31T15:35:31.409060+00:00
1011,dog,0.8115,634,562,2025-10-31T15:35:31.409060+00:00
1011,moc2,0.7476,693,402,2025-10-31T15:35:31.409060+00:00
1011,moc4,0.4844,346,420,2025-10-31T15:35:31.409060+00:00
1012,moc1,0.8501,817,663,2025-10-31T15:35:31.441021+00:00
1012,songoku,0.8262,441,423,2025-10-31T15:35:31.441021+00:00
1012,moc3,0.8154,126,667,2025-10-31T15:35:31.441021+00:00
1012,dog,0.7759,640,560,2025-10-31T15:35:31.441021+00:00
1012,moc2,0.7266,693,402,2025-10-31T15:35:31.441021+00:00
1012,moc4,0.5776,345,419,2025-10-31T15:35:31.441021+00:00
1013,songoku,0.8359,442,421,2025-10-31T15:35:31.471111+00:00
1013,moc3,0.8198,127,667,2025-10-31T15:35:31.471111+00:00
1013,moc1,0.813,818,662,2025-10-31T15:35:31.473117+00:00
1013,moc2,0.7827,693,400,2025-10-31T15:35:31.473117+00:00
1013,dog,0.7607,646,555,2025-10-31T15:35:31.473117+00:00
1013,moc4,0.5698,344,416,2025-10-31T15:35:31.473117+00:00
1014,dog,0.8267,652,555,2025-10-31T15:35:31.504208+00:00
1014,songoku,0.8252,441,421,2025-10-31T15:35:31.504208+00:00
1014,moc1,0.8105,817,661,2025-10-31T15:35:31.504208+00:00
1014,moc3,0.8018,127,666,2025-10-31T15:35:31.504208+00:00
1014,moc2,0.7759,692,399,2025-10-31T15:35:31.504208+00:00
1014,moc4,0.5098,344,415,2025-10-31T15:35:31.506213+00:00
1015,moc1,0.8345,818,662,2025-10-31T15:35:31.535291+00:00
1015,songoku,0.8086,441,423,2025-10-31T15:35:31.535291+00:00
1015,moc2,0.7812,692,400,2025-10-31T15:35:31.535291+00:00
1015,moc3,0.772,126,667,2025-10-31T15:35:31.535291+00:00
1015,dog,0.686,659,554,2025-10-31T15:35:31.537296+00:00
1015,moc4,0.543,344,415,2025-10-31T15:35:31.537296+00:00
1016,moc3,0.8115,126,667,2025-10-31T15:35:31.568382+00:00
1016,songoku,0.811,441,423,2025-10-31T15:35:31.568382+00:00
1016,moc1,0.8042,817,663,2025-10-31T15:35:31.568382+00:00
1016,moc2,0.7148,692,401,2025-10-31T15:35:31.570387+00:00
1016,dog,0.7104,662,551,2025-10-31T15:35:31.570387+00:00
1016,moc4,0.5508,344,417,2025-10-31T15:35:31.570387+00:00
1017,moc1,0.8345,818,662,2025-10-31T15:35:31.600314+00:00
1017,moc3,0.8008,126,667,2025-10-31T15:35:31.600314+00:00
1017,songoku,0.79,441,423,2025-10-31T15:35:31.602319+00:00
1017,dog,0.7534,665,549,2025-10-31T15:35:31.602319+00:00
1017,moc2,0.7202,692,401,2025-10-31T15:35:31.602319+00:00
1017,moc4,0.6655,343,417,2025-10-31T15:35:31.602319+00:00
1018,moc1,0.8174,818,662,2025-10-31T15:35:31.631997+00:00
1018,moc3,0.792,127,667,2025-10-31T15:35:31.631997+00:00
1018,songoku,0.7769,441,422,2025-10-31T15:35:31.631997+00:00
1018,dog,0.7202,667,545,2025-10-31T15:35:31.634001+00:00
1018,moc2,0.7031,693,402,2025-10-31T15:35:31.634001+00:00
1018,moc4,0.5757,345,417,2025-10-31T15:35:31.634001+00:00
1019,moc1,0.8223,818,662,2025-10-31T15:35:31.666064+00:00
1019,songoku,0.7988,441,422,2025-10-31T15:35:31.666064+00:00
1019,dog,0.792,669,541,2025-10-31T15:35:31.666064+00:00
1019,moc3,0.7891,127,667,2025-10-31T15:35:31.666064+00:00
1019,moc2,0.7124,692,402,2025-10-31T15:35:31.666064+00:00
1019,moc4,0.498,344,415,2025-10-31T15:35:31.666064+00:00
1020,dog,0.8276,668,538,2025-10-31T15:35:31.699330+00:00
1020,moc1,0.8208,818,662,2025-10-31T15:35:31.699330+00:00
1020,songoku,0.8184,441,424,2025-10-31T15:35:31.699330+00:00
1020,moc3,0.7798,126,667,2025-10-31T15:35:31.701335+00:00
1020,moc2,0.7607,692,399,2025-10-31T15:35:31.701335+00:00
1020,moc4,0.3523,344,418,2025-10-31T15:35:31.701335+00:00
1021,moc1,0.8398,817,663,2025-10-31T15:35:31.731304+00:00
1021,dog,0.8164,668,534,2025-10-31T15:35:31.733310+00:00
1021,songoku,0.8003,440,422,2025-10-31T15:35:31.733310+00:00
1021,moc3,0.7944,126,666,2025-10-31T15:35:31.733310+00:00
1021,moc2,0.6992,692,401,2025-10-31T15:35:31.733310+00:00
1021,moc4,0.4207,344,416,2025-10-31T15:35:31.733310+00:00
1022,dog,0.875,668,529,2025-10-31T15:35:31.766355+00:00
1022,moc1,0.8345,817,663,2025-10-31T15:35:31.766355+00:00
1022,songoku,0.8271,442,422,2025-10-31T15:35:31.766355+00:00
1022,moc3,0.793,127,667,2025-10-31T15:35:31.766355+00:00
1022,moc2,0.7217,692,402,2025-10-31T15:35:31.766355+00:00
1022,moc4,0.5312,344,418,2025-10-31T15:35:31.766355+00:00
1023,dog,0.8672,667,523,2025-10-31T15:35:31.797901+00:00
1023,moc1,0.8389,818,663,2025-10-31T15:35:31.797901+00:00
1023,songoku,0.8315,441,423,2025-10-31T15:35:31.797901+00:00
1023,moc3,0.8081,126,668,2025-10-31T15:35:31.797901+00:00
1023,moc2,0.7607,692,401,2025-10-31T15:35:31.797901+00:00
1023,moc4,0.4072,344,417,2025-10-31T15:35:31.797901+00:00
1024,dog,0.8662,667,520,2025-10-31T15:35:31.829568+00:00
1024,songoku,0.8286,442,422,2025-10-31T15:35:31.829568+00:00
1024,moc1,0.8174,817,663,2025-10-31T15:35:31.829568+00:00
1024,moc3,0.814,127,666,2025-10-31T15:35:31.829568+00:00
1024,moc2,0.7866,691,400,2025-10-31T15:35:31.829568+00:00
1024,moc4,0.5273,344,417,2025-10-31T15:35:31.829568+00:00
1025,dog,0.8164,666,514,2025-10-31T15:35:31.845715+00:00
1025,moc3,0.8066,126,666,2025-10-31T15:35:31.861599+00:00
1025,moc1,0.7959,817,662,2025-10-31T15:35:31.861599+00:00
1025,songoku,0.7886,440,421,2025-10-31T15:35:31.861599+00:00
1025,moc2,0.7773,692,401,2025-10-31T15:35:31.861599+00:00
1025,moc4,0.5908,344,417,2025-10-31T15:35:31.861599+00:00
1026,moc3,0.8208,126,666,2025-10-31T15:35:31.893142+00:00
1026,moc1,0.8081,818,663,2025-10-31T15:35:31.893142+00:00
1026,songoku,0.8037,441,421,2025-10-31T15:35:31.893142+00:00
1026,moc2,0.8008,692,400,2025-10-31T15:35:31.893142+00:00
1026,dog,0.7646,665,511,2025-10-31T15:35:31.893142+00:00
1026,moc4,0.5469,344,415,2025-10-31T15:35:31.893142+00:00
1027,moc3,0.8198,127,667,2025-10-31T15:35:31.924888+00:00
1027,moc1,0.8115,817,663,2025-10-31T15:35:31.924888+00:00
1027,songoku,0.8062,441,422,2025-10-31T15:35:31.924888+00:00
1027,moc2,0.7983,691,400,2025-10-31T15:35:31.924888+00:00
1027,dog,0.792,666,508,2025-10-31T15:35:31.924888+00:00
1027,moc4,0.6226,345,417,2025-10-31T15:35:31.924888+00:00
1028,moc1,0.8208,817,663,2025-10-31T15:35:31.957276+00:00
1028,moc2,0.8164,691,401,2025-10-31T15:35:31.957276+00:00
1028,moc3,0.8057,127,666,2025-10-31T15:35:31.957784+00:00
1028,songoku,0.7988,441,423,2025-10-31T15:35:31.958322+00:00
1028,dog,0.7891,667,507,2025-10-31T15:35:31.958322+00:00
1028,moc4,0.5215,345,416,2025-10-31T15:35:31.959153+00:00
1029,songoku,0.811,441,423,2025-10-31T15:35:31.988342+00:00
1029,moc3,0.8018,126,667,2025-10-31T15:35:31.988342+00:00
1029,moc1,0.8008,818,663,2025-10-31T15:35:31.988342+00:00
1029,moc2,0.7959,691,400,2025-10-31T15:35:31.988342+00:00
1029,dog,0.7788,666,507,2025-10-31T15:35:31.988342+00:00
1029,moc4,0.6333,345,419,2025-10-31T15:35:31.988342+00:00
1030,moc2,0.8164,692,399,2025-10-31T15:35:32.019857+00:00
1030,songoku,0.8076,442,422,2025-10-31T15:35:32.019857+00:00
1030,moc1,0.8018,818,662,2025-10-31T15:35:32.019857+00:00
1030,moc3,0.7959,126,667,2025-10-31T15:35:32.019857+00:00
1030,dog,0.7842,667,507,2025-10-31T15:35:32.019857+00:00
1030,moc4,0.6333,344,416,2025-10-31T15:35:32.019857+00:00
1031,moc1,0.8364,817,661,2025-10-31T15:35:32.051894+00:00
1031,moc2,0.8232,692,398,2025-10-31T15:35:32.051894+00:00
1031,moc3,0.8105,127,667,2025-10-31T15:35:32.051894+00:00
1031,songoku,0.7964,442,422,2025-10-31T15:35:32.051894+00:00
1031,dog,0.7607,667,506,2025-10-31T15:35:32.051894+00:00
1031,moc4,0.5698,344,417,2025-10-31T15:35:32.051894+00:00
1032,moc1,0.8276,818,662,2025-10-31T15:35:32.083405+00:00
1032,moc3,0.7993,127,667,2025-10-31T15:35:32.083405+00:00
1032,songoku,0.7988,442,421,2025-10-31T15:35:32.083405+00:00
1032,moc2,0.7705,692,399,2025-10-31T15:35:32.083405+00:00
1032,dog,0.7505,667,507,2025-10-31T15:35:32.083405+00:00
1032,moc4,0.6021,344,417,2025-10-31T15:35:32.083405+00:00
1033,moc1,0.8208,817,663,2025-10-31T15:35:32.115261+00:00
1033,songoku,0.8037,442,421,2025-10-31T15:35:32.115261+00:00
1033,moc3,0.7773,127,667,2025-10-31T15:35:32.115261+00:00
1033,moc2,0.7759,692,399,2025-10-31T15:35:32.115261+00:00
1033,dog,0.6826,667,508,2025-10-31T15:35:32.116302+00:00
1033,moc4,0.5869,344,417,2025-10-31T15:35:32.116302+00:00
1034,songoku,0.8359,441,422,2025-10-31T15:35:32.141284+00:00
1034,moc1,0.8354,817,663,2025-10-31T15:35:32.146795+00:00
1034,moc3,0.8008,126,667,2025-10-31T15:35:32.146795+00:00
1034,moc2,0.7549,692,400,2025-10-31T15:35:32.146795+00:00
1034,dog,0.7534,667,507,2025-10-31T15:35:32.146795+00:00
1034,moc4,0.4534,347,418,2025-10-31T15:35:32.146795+00:00
1035,songoku,0.8203,441,421,2025-10-31T15:35:32.178379+00:00
1035,moc1,0.8174,817,663,2025-10-31T15:35:32.178379+00:00
1035,moc3,0.7705,127,666,2025-10-31T15:35:32.178379+00:00
1035,dog,0.7578,668,507,2025-10-31T15:35:32.178379+00:00
1035,moc2,0.731,692,401,2025-10-31T15:35:32.178379+00:00
1035,moc4,0.4514,345,418,2025-10-31T15:35:32.178379+00:00
1036,moc1,0.8374,818,661,2025-10-31T15:35:32.210193+00:00
1036,songoku,0.8125,441,421,2025-10-31T15:35:32.210193+00:00
1036,moc2,0.7881,692,399,2025-10-31T15:35:32.210193+00:00
1036,moc3,0.7744,127,667,2025-10-31T15:35:32.210193+00:00
1036,dog,0.7705,667,507,2025-10-31T15:35:32.210193+00:00
1036,moc4,0.4131,344,416,2025-10-31T15:35:32.210193+00:00
1037,moc1,0.8311,817,662,2025-10-31T15:35:32.241718+00:00
1037,moc3,0.8008,127,667,2025-10-31T15:35:32.241718+00:00
1037,moc2,0.7944,692,400,2025-10-31T15:35:32.241718+00:00
1037,songoku,0.7939,442,421,2025-10-31T15:35:32.241718+00:00
1037,dog,0.7637,668,507,2025-10-31T15:35:32.241718+00:00
1037,moc4,0.6655,343,416,2025-10-31T15:35:32.241718+00:00
1038,moc1,0.8164,818,663,2025-10-31T15:35:32.273089+00:00
1038,songoku,0.8159,442,422,2025-10-31T15:35:32.273089+00:00
1038,dog,0.7959,667,507,2025-10-31T15:35:32.273089+00:00
1038,moc2,0.7944,693,402,2025-10-31T15:35:32.273089+00:00
1038,moc3,0.7773,126,666,2025-10-31T15:35:32.273089+00:00
1038,moc4,0.5718,344,416,2025-10-31T15:35:32.273089+00:00
1039,moc1,0.8223,818,663,2025-10-31T15:35:32.309694+00:00
1039,songoku,0.8184,441,423,2025-10-31T15:35:32.309694+00:00
1039,moc2,0.792,693,401,2025-10-31T15:35:32.311228+00:00
1039,moc3,0.792,127,667,2025-10-31T15:35:32.311228+00:00
1039,dog,0.7773,667,509,2025-10-31T15:35:32.311228+00:00
1039,moc4,0.4727,343,416,2025-10-31T15:35:32.311228+00:00
1040,moc2,0.8311,692,400,2025-10-31T15:35:32.336154+00:00
1040,songoku,0.8306,441,422,2025-10-31T15:35:32.336154+00:00
1040,moc1,0.8242,817,662,2025-10-31T15:35:32.336154+00:00
1040,moc3,0.7646,126,666,2025-10-31T15:35:32.336154+00:00
1040,dog,0.731,668,508,2025-10-31T15:35:32.336154+00:00
1040,moc4,0.5962,344,418,2025-10-31T15:35:32.336154+00:00
1041,moc1,0.8267,819,661,2025-10-31T15:35:32.368072+00:00
1041,moc2,0.8081,692,399,2025-10-31T15:35:32.368072+00:00
1041,songoku,0.7808,442,421,2025-10-31T15:35:32.368072+00:00
1041,moc3,0.7637,127,666,2025-10-31T15:35:32.368072+00:00
1041,dog,0.7295,667,507,2025-10-31T15:35:32.368072+00:00
1041,moc4,0.5059,344,416,2025-10-31T15:35:32.368072+00:00
1042,moc1,0.8491,818,661,2025-10-31T15:35:32.399738+00:00
1042,songoku,0.8145,441,421,2025-10-31T15:35:32.399738+00:00
1042,moc3,0.7891,127,667,2025-10-31T15:35:32.399738+00:00
1042,dog,0.7866,667,508,2025-10-31T15:35:32.399738+00:00
1042,moc2,0.7773,692,398,2025-10-31T15:35:32.399738+00:00
1042,moc4,0.6494,343,415,2025-10-31T15:35:32.399738+00:00
1043,moc1,0.8447,817,662,2025-10-31T15:35:32.431020+00:00
1043,moc3,0.8081,126,667,2025-10-31T15:35:32.431020+00:00
1043,dog,0.8042,668,508,2025-10-31T15:35:32.431020+00:00
1043,songoku,0.7964,441,422,2025-10-31T15:35:32.431020+00:00
1043,moc2,0.7661,692,401,2025-10-31T15:35:32.431020+00:00
1043,moc4,0.686,344,417,2025-10-31T15:35:32.431020+00:00
1044,songoku,0.8237,440,423,2025-10-31T15:35:32.466127+00:00
1044,moc1,0.8223,817,663,2025-10-31T15:35:32.466127+00:00
1044,moc3,0.7983,126,667,2025-10-31T15:35:32.466127+00:00
1044,dog,0.7842,667,507,2025-10-31T15:35:32.466127+00:00
1044,moc2,0.7705,692,401,2025-10-31T15:35:32.466127+00:00
1044,moc4,0.5273,346,418,2025-10-31T15:35:32.466127+00:00
1045,moc1,0.8232,818,663,2025-10-31T15:35:32.493957+00:00
1045,moc3,0.7969,126,667,2025-10-31T15:35:32.493957+00:00
1045,songoku,0.7949,441,423,2025-10-31T15:35:32.493957+00:00
1045,moc2,0.7773,691,400,2025-10-31T15:35:32.493957+00:00
1045,dog,0.7637,668,507,2025-10-31T15:35:32.493957+00:00
1045,moc4,0.644,345,417,2025-10-31T15:35:32.493957+00:00
1046,moc3,0.8198,127,667,2025-10-31T15:35:32.525756+00:00
1046,moc1,0.8188,818,662,2025-10-31T15:35:32.525756+00:00
1046,songoku,0.8125,440,421,2025-10-31T15:35:32.525756+00:00
1046,moc2,0.7866,692,400,2025-10-31T15:35:32.525756+00:00
1046,dog,0.772,667,506,2025-10-31T15:35:32.525756+00:00
1046,moc4,0.6704,346,419,2025-10-31T15:35:32.525756+00:00
1047,moc1,0.8276,818,661,2025-10-31T15:35:32.557656+00:00
1047,dog,0.8242,668,505,2025-10-31T15:35:32.557656+00:00
1047,songoku,0.8013,441,421,2025-10-31T15:35:32.557656+00:00
1047,moc3,0.7812,127,668,2025-10-31T15:35:32.557656+00:00
1047,moc2,0.7661,692,399,2025-10-31T15:35:32.557656+00:00
1047,moc4,0.5137,343,416,2025-10-31T15:35:32.557656+00:00
1048,moc1,0.832,818,663,2025-10-31T15:35:32.589052+00:00
1048,dog,0.8242,667,506,2025-10-31T15:35:32.589052+00:00
1048,moc3,0.8242,126,667,2025-10-31T15:35:32.589052+00:00
1048,songoku,0.7949,441,422,2025-10-31T15:35:32.589052+00:00
1048,moc2,0.792,692,398,2025-10-31T15:35:32.605092+00:00
1048,moc4,0.5815,345,417,2025-10-31T15:35:32.605092+00:00
1049,moc3,0.832,127,668,2025-10-31T15:35:32.636971+00:00
1049,moc1,0.8154,818,663,2025-10-31T15:35:32.636971+00:00
1049,songoku,0.7778,441,421,2025-10-31T15:35:32.636971+00:00
1049,dog,0.7661,666,507,2025-10-31T15:35:32.636971+00:00
1049,moc2,0.7637,692,400,2025-10-31T15:35:32.636971+00:00
1049,moc4,0.604,344,417,2025-10-31T15:35:32.636971+00:00
1050,moc1,0.8291,818,663,2025-10-31T15:35:32.668958+00:00
1050,moc3,0.7827,126,667,2025-10-31T15:35:32.668958+00:00
1050,dog,0.7759,666,506,2025-10-31T15:35:32.668958+00:00
1050,songoku,0.7627,441,423,2025-10-31T15:35:32.668958+00:00
1050,moc2,0.7388,692,402,2025-10-31T15:35:32.668958+00:00
1050,moc4,0.6318,345,419,2025-10-31T15:35:32.668958+00:00
1051,moc1,0.8164,818,662,2025-10-31T15:35:32.701040+00:00
1051,songoku,0.8101,443,421,2025-10-31T15:35:32.701040+00:00
1051,moc3,0.7842,126,666,2025-10-31T15:35:32.701040+00:00
1051,moc2,0.7798,692,399,2025-10-31T15:35:32.701040+00:00
1051,dog,0.7773,666,504,2025-10-31T15:35:32.701040+00:00
1051,moc4,0.5908,344,416,2025-10-31T15:35:32.701040+00:00
1052,songoku,0.8228,443,421,2025-10-31T15:35:32.732307+00:00
1052,moc1,0.8018,818,662,2025-10-31T15:35:32.732307+00:00
1052,moc2,0.792,691,398,2025-10-31T15:35:32.732307+00:00
1052,moc3,0.7852,126,666,2025-10-31T15:35:32.732307+00:00
1052,dog,0.7446,666,501,2025-10-31T15:35:32.732307+00:00
1052,moc4,0.5273,345,416,2025-10-31T15:35:32.732307+00:00
1053,moc1,0.8418,817,663,2025-10-31T15:35:32.766580+00:00
1053,moc3,0.8081,126,666,2025-10-31T15:35:32.766580+00:00
1053,songoku,0.7939,442,421,2025-10-31T15:35:32.766580+00:00
1053,moc2,0.7476,691,398,2025-10-31T15:35:32.766580+00:00
1053,dog,0.6875,665,500,2025-10-31T15:35:32.766580+00:00
1053,moc4,0.564,344,416,2025-10-31T15:35:32.766580+00:00
1054,moc1,0.8354,818,663,2025-10-31T15:35:32.795474+00:00
1054,moc3,0.7983,127,667,2025-10-31T15:35:32.795474+00:00
1054,songoku,0.79,442,422,2025-10-31T15:35:32.795474+00:00
1054,dog,0.7593,664,499,2025-10-31T15:35:32.795474+00:00
1054,moc2,0.7476,692,400,2025-10-31T15:35:32.795474+00:00
1054,moc4,0.5273,344,417,2025-10-31T15:35:32.795474+00:00
1055,moc1,0.8472,818,663,2025-10-31T15:35:32.827234+00:00
1055,moc3,0.813,126,667,2025-10-31T15:35:32.827234+00:00
1055,songoku,0.7861,441,422,2025-10-31T15:35:32.827234+00:00
1055,moc2,0.7788,692,401,2025-10-31T15:35:32.827234+00:00
1055,dog,0.7251,664,496,2025-10-31T15:35:32.827234+00:00
1055,moc4,0.5527,344,417,2025-10-31T15:35:32.827234+00:00
1056,moc1,0.8276,818,662,2025-10-31T15:35:32.859410+00:00
1056,moc3,0.813,126,666,2025-10-31T15:35:32.859410+00:00
1056,songoku,0.8086,442,422,2025-10-31T15:35:32.866387+00:00
1056,dog,0.7852,664,490,2025-10-31T15:35:32.866387+00:00
1056,moc2,0.7388,692,401,2025-10-31T15:35:32.866387+00:00
1056,moc4,0.4902,345,417,2025-10-31T15:35:32.866387+00:00
1057,moc1,0.8154,817,662,2025-10-31T15:35:32.891253+00:00
1057,songoku,0.8145,441,421,2025-10-31T15:35:32.891253+00:00
1057,moc2,0.8081,691,399,2025-10-31T15:35:32.891253+00:00
1057,moc3,0.7969,127,667,2025-10-31T15:35:32.891253+00:00
1057,dog,0.769,661,484,2025-10-31T15:35:32.891253+00:00
1057,moc4,0.4282,344,416,2025-10-31T15:35:32.891253+00:00
1058,songoku,0.8062,442,421,2025-10-31T15:35:32.922779+00:00
1058,moc3,0.8008,126,667,2025-10-31T15:35:32.922779+00:00
1058,moc1,0.7993,818,663,2025-10-31T15:35:32.922779+00:00
1058,dog,0.6875,659,481,2025-10-31T15:35:32.922779+00:00
1058,moc2,0.4883,692,399,2025-10-31T15:35:32.922779+00:00
1058,moc4,0.4688,345,416,2025-10-31T15:35:32.922779+00:00
1059,moc3,0.8188,127,667,2025-10-31T15:35:32.954509+00:00
1059,moc1,0.814,817,662,2025-10-31T15:35:32.954509+00:00
1059,songoku,0.791,442,422,2025-10-31T15:35:32.954509+00:00
1059,dog,0.6479,660,477,2025-10-31T15:35:32.954509+00:00
1059,moc4,0.5659,344,418,2025-10-31T15:35:32.954509+00:00
1059,moc2,0.3774,692,398,2025-10-31T15:35:32.954509+00:00
1060,moc1,0.8242,818,662,2025-10-31T15:35:32.986035+00:00
1060,moc3,0.8008,127,667,2025-10-31T15:35:32.986035+00:00
1060,songoku,0.7686,441,423,2025-10-31T15:35:32.986035+00:00
1060,dog,0.7339,659,471,2025-10-31T15:35:32.986035+00:00
1060,moc4,0.5679,346,418,2025-10-31T15:35:32.986035+00:00
1061,moc1,0.8223,818,663,2025-10-31T15:35:33.017773+00:00
1061,moc3,0.7959,126,666,2025-10-31T15:35:33.017773+00:00
1061,songoku,0.7939,442,422,2025-10-31T15:35:33.017773+00:00
1061,dog,0.7339,659,468,2025-10-31T15:35:33.017773+00:00
1061,moc4,0.5981,345,418,2025-10-31T15:35:33.017773+00:00
1062,moc1,0.8345,817,662,2025-10-31T15:35:33.049654+00:00
1062,songoku,0.8013,441,422,2025-10-31T15:35:33.049654+00:00
1062,moc3,0.7705,127,667,2025-10-31T15:35:33.049654+00:00
1062,dog,0.6792,658,465,2025-10-31T15:35:33.049654+00:00
1062,moc4,0.5273,345,417,2025-10-31T15:35:33.049654+00:00
1063,moc1,0.8105,817,662,2025-10-31T15:35:33.081590+00:00
1063,songoku,0.8076,441,422,2025-10-31T15:35:33.081590+00:00
1063,moc3,0.7842,127,667,2025-10-31T15:35:33.081590+00:00
1063,dog,0.6978,659,464,2025-10-31T15:35:33.081590+00:00
1063,moc4,0.5371,343,418,2025-10-31T15:35:33.081590+00:00
1064,moc1,0.8198,817,662,2025-10-31T15:35:33.113534+00:00
1064,moc3,0.792,127,667,2025-10-31T15:35:33.113534+00:00
1064,songoku,0.7808,442,422,2025-10-31T15:35:33.114374+00:00
1064,dog,0.7402,658,466,2025-10-31T15:35:33.114374+00:00
1064,moc4,0.604,344,417,2025-10-31T15:35:33.114880+00:00
1065,moc1,0.814,817,662,2025-10-31T15:35:33.139518+00:00
