frame,label,confidence,x,y,time
168,moc4,0.354,345,418,2025-10-31T15:35:03.431444+00:00
169,songoku,0.8608,449,395,2025-10-31T15:35:03.466300+00:00
169,moc1,0.853,818,662,2025-10-31T15:35:03.466300+00:00
169,dog,0.8057,696,524,2025-10-31T15:35:03.466300+00:00
169,moc3,0.772,127,667,2025-10-31T15:35:03.466300+00:00
169,moc2,0.5972,694,401,2025-10-31T15:35:03.466300+00:00
170,songoku,0.8525,449,394,2025-10-31T15:35:03.494534+00:00
170,moc1,0.8345,818,662,2025-10-31T15:35:03.494534+00:00
170,moc3,0.7842,127,666,2025-10-31T15:35:03.494534+00:00
170,dog,0.7759,696,526,2025-10-31T15:35:03.494534+00:00
170,moc2,0.6069,693,402,2025-10-31T15:35:03.494534+00:00
170,moc4,0.354,345,418,2025-10-31T15:35:03.494534+00:00
171,songoku,0.8535,449,394,2025-10-31T15:35:03.526186+00:00
171,moc1,0.8447,817,662,2025-10-31T15:35:03.526186+00:00
171,moc3,0.7905,126,667,2025-10-31T15:35:03.526186+00:00
171,dog,0.7891,696,525,2025-10-31T15:35:03.526186+00:00
171,moc4,0.354,345,419,2025-10-31T15:35:03.526186+00:00
172,songoku,0.876,449,395,2025-10-31T15:35:03.557908+00:00
172,moc1,0.8374,817,663,2025-10-31T15:35:03.557908+00:00
172,dog,0.8242,696,525,2025-10-31T15:35:03.557908+00:00
172,moc3,0.7505,127,666,2025-10-31T15:35:03.557908+00:00
172,moc4,0.4534,346,419,2025-10-31T15:35:03.557908+00:00
173,songoku,0.8555,450,395,2025-10-31T15:35:03.589758+00:00
173,moc1,0.8398,818,663,2025-10-31T15:35:03.589758+00:00
173,dog,0.8232,696,525,2025-10-31T15:35:03.589758+00:00
173,moc3,0.7339,127,667,2025-10-31T15:35:03.589758+00:00
173,moc4,0.4111,345,419,2025-10-31T15:35:03.589758+00:00
174,songoku,0.877,450,394,2025-10-31T15:35:03.621692+00:00
174,moc1,0.8447,818,662,2025-10-31T15:35:03.621692+00:00
174,dog,0.8081,697,526,2025-10-31T15:35:03.621692+00:00
174,moc3,0.7881,127,667,2025-10-31T15:35:03.621692+00:00
174,moc4,0.314,345,419,2025-10-31T15:35:03.621692+00:00
175,songoku,0.8657,449,394,2025-10-31T15:35:03.653238+00:00
175,moc1,0.8311,817,662,2025-10-31T15:35:03.653238+00:00
175,dog,0.7646,698,525,2025-10-31T15:35:03.653238+00:00
175,moc3,0.7549,127,667,2025-10-31T15:35:03.653238+00:00
175,moc2,0.6021,692,399,2025-10-31T15:35:03.653238+00:00
176,songoku,0.8667,449,395,2025-10-31T15:35:03.700497+00:00
176,moc1,0.8188,817,663,2025-10-31T15:35:03.700497+00:00
176,moc3,0.7661,127,668,2025-10-31T15:35:03.700497+00:00
176,dog,0.731,697,525,2025-10-31T15:35:03.700497+00:00
176,moc2,0.6792,692,398,2025-10-31T15:35:03.700497+00:00
176,moc4,0.4226,345,418,2025-10-31T15:35:03.700497+00:00
177,songoku,0.8604,450,396,2025-10-31T15:35:03.732043+00:00
177,moc1,0.8364,818,663,2025-10-31T15:35:03.732043+00:00
177,moc3,0.8208,126,667,2025-10-31T15:35:03.732043+00:00
177,dog,0.7373,696,526,2025-10-31T15:35:03.732043+00:00
177,moc2,0.7153,692,400,2025-10-31T15:35:03.732043+00:00
177,moc4,0.4863,346,417,2025-10-31T15:35:03.732043+00:00
178,songoku,0.8359,450,395,2025-10-31T15:35:03.766320+00:00
178,moc1,0.8174,818,663,2025-10-31T15:35:03.766320+00:00
178,moc3,0.792,126,667,2025-10-31T15:35:03.766320+00:00
178,dog,0.7153,696,525,2025-10-31T15:35:03.766320+00:00
178,moc2,0.6567,692,402,2025-10-31T15:35:03.766320+00:00
178,moc4,0.498,346,419,2025-10-31T15:35:03.766320+00:00
179,songoku,0.8677,450,395,2025-10-31T15:35:03.799471+00:00
179,moc1,0.8511,817,662,2025-10-31T15:35:03.799471+00:00
179,dog,0.7983,697,526,2025-10-31T15:35:03.799471+00:00
179,moc3,0.7812,127,666,2025-10-31T15:35:03.801474+00:00
179,moc2,0.7124,692,401,2025-10-31T15:35:03.801474+00:00
180,songoku,0.8564,449,394,2025-10-31T15:35:03.827004+00:00
180,moc1,0.8242,817,662,2025-10-31T15:35:03.827004+00:00
180,dog,0.7812,697,526,2025-10-31T15:35:03.827004+00:00
180,moc3,0.7661,126,667,2025-10-31T15:35:03.827004+00:00
180,moc2,0.7266,692,401,2025-10-31T15:35:03.827004+00:00
181,songoku,0.8564,449,395,2025-10-31T15:35:03.858816+00:00
181,moc1,0.8164,817,662,2025-10-31T15:35:03.858816+00:00
181,moc3,0.7905,126,667,2025-10-31T15:35:03.858816+00:00
181,dog,0.7578,698,526,2025-10-31T15:35:03.858816+00:00
181,moc2,0.7417,693,400,2025-10-31T15:35:03.866247+00:00
181,moc4,0.4111,345,418,2025-10-31T15:35:03.866247+00:00
182,songoku,0.8682,449,395,2025-10-31T15:35:03.890760+00:00
182,dog,0.814,698,524,2025-10-31T15:35:03.890760+00:00
182,moc3,0.8091,126,667,2025-10-31T15:35:03.890760+00:00
182,moc1,0.8008,817,663,2025-10-31T15:35:03.890760+00:00
182,moc2,0.6958,692,402,2025-10-31T15:35:03.890760+00:00
182,moc4,0.3276,346,417,2025-10-31T15:35:03.890760+00:00
183,songoku,0.8745,450,395,2025-10-31T15:35:03.922566+00:00
183,moc1,0.8223,817,663,2025-10-31T15:35:03.922566+00:00
183,moc3,0.7905,126,667,2025-10-31T15:35:03.922566+00:00
183,dog,0.7812,697,525,2025-10-31T15:35:03.922566+00:00
183,moc2,0.6372,691,401,2025-10-31T15:35:03.922566+00:00
183,moc4,0.3469,346,419,2025-10-31T15:35:03.922566+00:00
184,songoku,0.8413,449,395,2025-10-31T15:35:03.954449+00:00
184,moc1,0.8223,817,663,2025-10-31T15:35:03.954449+00:00
184,dog,0.7944,696,525,2025-10-31T15:35:03.954449+00:00
184,moc3,0.7744,127,667,2025-10-31T15:35:03.954449+00:00
184,moc4,0.3611,345,419,2025-10-31T15:35:03.954449+00:00
185,songoku,0.8535,450,394,2025-10-31T15:35:03.986154+00:00
185,moc1,0.8447,817,662,2025-10-31T15:35:03.986154+00:00
185,dog,0.7944,697,525,2025-10-31T15:35:03.986154+00:00
185,moc3,0.7944,126,667,2025-10-31T15:35:03.986154+00:00
185,moc4,0.4167,345,418,2025-10-31T15:35:03.986154+00:00
186,songoku,0.8584,449,394,2025-10-31T15:35:04.018086+00:00
186,moc1,0.8276,817,663,2025-10-31T15:35:04.018086+00:00
186,moc3,0.7969,126,667,2025-10-31T15:35:04.018086+00:00
186,dog,0.7646,697,526,2025-10-31T15:35:04.018086+00:00
186,moc2,0.5488,691,399,2025-10-31T15:35:04.018086+00:00
186,moc4,0.3123,346,420,2025-10-31T15:35:04.018086+00:00
187,songoku,0.8506,450,395,2025-10-31T15:35:04.049955+00:00
187,moc1,0.8354,817,663,2025-10-31T15:35:04.049955+00:00
187,moc3,0.8057,127,667,2025-10-31T15:35:04.049955+00:00
187,dog,0.7026,696,526,2025-10-31T15:35:04.049955+00:00
187,moc2,0.5498,693,403,2025-10-31T15:35:04.049955+00:00
187,moc4,0.3594,345,419,2025-10-31T15:35:04.049955+00:00
188,songoku,0.835,450,395,2025-10-31T15:35:04.099381+00:00
188,moc1,0.8301,816,663,2025-10-31T15:35:04.099381+00:00
188,moc3,0.8057,126,666,2025-10-31T15:35:04.099381+00:00
188,moc2,0.6011,693,402,2025-10-31T15:35:04.100387+00:00
188,dog,0.5815,697,525,2025-10-31T15:35:04.100387+00:00
188,moc4,0.3738,345,420,2025-10-31T15:35:04.100387+00:00
189,songoku,0.8555,449,396,2025-10-31T15:35:04.129207+00:00
189,moc1,0.7944,817,662,2025-10-31T15:35:04.129207+00:00
189,moc3,0.7734,127,667,2025-10-31T15:35:04.129207+00:00
189,dog,0.562,696,525,2025-10-31T15:35:04.129207+00:00
189,moc4,0.3647,345,420,2025-10-31T15:35:04.129207+00:00
190,songoku,0.833,449,396,2025-10-31T15:35:04.166271+00:00
190,moc1,0.8164,818,662,2025-10-31T15:35:04.166271+00:00
190,moc3,0.7959,126,666,2025-10-31T15:35:04.166271+00:00
190,dog,0.5659,697,526,2025-10-31T15:35:04.166271+00:00
190,moc4,0.4111,345,420,2025-10-31T15:35:04.166271+00:00
191,songoku,0.8604,449,395,2025-10-31T15:35:04.192130+00:00
191,moc1,0.8335,817,662,2025-10-31T15:35:04.192130+00:00
191,moc3,0.772,127,667,2025-10-31T15:35:04.192130+00:00
191,dog,0.6406,696,525,2025-10-31T15:35:04.192130+00:00
191,moc4,0.3503,345,419,2025-10-31T15:35:04.192130+00:00
192,songoku,0.8413,447,396,2025-10-31T15:35:04.236832+00:00
192,moc1,0.8164,817,663,2025-10-31T15:35:04.236832+00:00
192,moc3,0.7983,126,667,2025-10-31T15:35:04.239897+00:00
192,dog,0.6245,696,525,2025-10-31T15:35:04.239897+00:00
192,moc4,0.3647,346,418,2025-10-31T15:35:04.239897+00:00
193,songoku,0.8711,443,396,2025-10-31T15:35:04.275105+00:00
193,moc3,0.8081,126,666,2025-10-31T15:35:04.275105+00:00
193,moc1,0.8032,817,663,2025-10-31T15:35:04.281910+00:00
193,dog,0.6724,695,526,2025-10-31T15:35:04.281910+00:00
193,moc4,0.3557,345,419,2025-10-31T15:35:04.281910+00:00
194,moc3,0.8267,127,667,2025-10-31T15:35:04.318833+00:00
194,songoku,0.8052,435,395,2025-10-31T15:35:04.318833+00:00
194,moc1,0.8008,817,663,2025-10-31T15:35:04.318833+00:00
194,dog,0.6548,696,527,2025-10-31T15:35:04.318833+00:00
194,moc4,0.5508,345,419,2025-10-31T15:35:04.318833+00:00
195,moc3,0.8408,126,667,2025-10-31T15:35:04.350947+00:00
195,moc1,0.8115,818,663,2025-10-31T15:35:04.350947+00:00
195,songoku,0.7832,432,394,2025-10-31T15:35:04.350947+00:00
195,dog,0.6602,696,526,2025-10-31T15:35:04.350947+00:00
195,moc4,0.4727,344,417,2025-10-31T15:35:04.350947+00:00
196,moc1,0.8188,817,663,2025-10-31T15:35:04.383889+00:00
196,moc3,0.8032,126,666,2025-10-31T15:35:04.383889+00:00
196,songoku,0.79,430,395,2025-10-31T15:35:04.383889+00:00
196,dog,0.6636,697,526,2025-10-31T15:35:04.383889+00:00
196,moc4,0.5737,344,418,2025-10-31T15:35:04.383889+00:00
197,moc1,0.8115,817,663,2025-10-31T15:35:04.416196+00:00
197,songoku,0.8037,431,396,2025-10-31T15:35:04.416196+00:00
197,moc3,0.7881,126,666,2025-10-31T15:35:04.416196+00:00
197,dog,0.646,696,526,2025-10-31T15:35:04.416196+00:00
197,moc4,0.4941,344,417,2025-10-31T15:35:04.416196+00:00
198,moc1,0.8198,817,663,2025-10-31T15:35:04.453116+00:00
198,songoku,0.8052,431,395,2025-10-31T15:35:04.453116+00:00
198,moc3,0.8008,126,667,2025-10-31T15:35:04.455124+00:00
198,dog,0.7188,696,526,2025-10-31T15:35:04.455124+00:00
198,moc4,0.6807,345,419,2025-10-31T15:35:04.455124+00:00
199,moc1,0.8198,817,663,2025-10-31T15:35:04.492333+00:00
199,songoku,0.8076,432,395,2025-10-31T15:35:04.492333+00:00
199,moc3,0.7812,127,667,2025-10-31T15:35:04.492333+00:00
199,dog,0.7339,696,525,2025-10-31T15:35:04.492333+00:00
199,moc4,0.5718,346,418,2025-10-31T15:35:04.492333+00:00
200,songoku,0.8237,435,396,2025-10-31T15:35:04.523817+00:00
200,moc1,0.7905,817,663,2025-10-31T15:35:04.523817+00:00
200,moc3,0.7676,126,666,2025-10-31T15:35:04.523817+00:00
200,dog,0.7153,696,524,2025-10-31T15:35:04.523817+00:00
200,moc4,0.5273,346,417,2025-10-31T15:35:04.523817+00:00
201,moc1,0.7983,817,663,2025-10-31T15:35:04.555499+00:00
201,songoku,0.7974,436,396,2025-10-31T15:35:04.555499+00:00
201,moc3,0.7905,126,667,2025-10-31T15:35:04.555499+00:00
201,dog,0.7075,696,524,2025-10-31T15:35:04.555499+00:00
201,moc4,0.3577,345,418,2025-10-31T15:35:04.561984+00:00
202,moc1,0.8081,817,663,2025-10-31T15:35:04.587147+00:00
202,moc3,0.7944,126,667,2025-10-31T15:35:04.587147+00:00
202,songoku,0.7769,436,396,2025-10-31T15:35:04.587147+00:00
202,dog,0.7295,696,525,2025-10-31T15:35:04.598316+00:00
202,moc4,0.562,346,419,2025-10-31T15:35:04.598316+00:00
203,moc1,0.8335,817,662,2025-10-31T15:35:04.629317+00:00
203,moc3,0.7983,126,667,2025-10-31T15:35:04.629317+00:00
203,songoku,0.75,437,396,2025-10-31T15:35:04.629317+00:00
203,dog,0.6074,696,524,2025-10-31T15:35:04.629317+00:00
203,moc4,0.5273,345,418,2025-10-31T15:35:04.629317+00:00
204,moc1,0.8301,817,662,2025-10-31T15:35:04.666376+00:00
204,moc3,0.7905,127,667,2025-10-31T15:35:04.666376+00:00
204,songoku,0.7832,438,395,2025-10-31T15:35:04.666376+00:00
204,dog,0.6372,696,525,2025-10-31T15:35:04.666376+00:00
204,moc4,0.4746,345,417,2025-10-31T15:35:04.666376+00:00
205,moc1,0.8408,817,662,2025-10-31T15:35:04.739228+00:00
205,moc3,0.814,125,667,2025-10-31T15:35:04.740236+00:00
205,songoku,0.811,437,396,2025-10-31T15:35:04.740236+00:00
205,dog,0.6992,696,524,2025-10-31T15:35:04.740236+00:00
205,moc4,0.4341,344,419,2025-10-31T15:35:04.740236+00:00
206,moc1,0.814,817,663,2025-10-31T15:35:04.789599+00:00
206,moc3,0.7905,126,667,2025-10-31T15:35:04.789599+00:00
206,songoku,0.7485,437,396,2025-10-31T15:35:04.792842+00:00
206,dog,0.6514,697,525,2025-10-31T15:35:04.792842+00:00
206,moc4,0.5215,345,419,2025-10-31T15:35:04.792842+00:00
207,moc3,0.7983,126,667,2025-10-31T15:35:04.878564+00:00
207,songoku,0.791,437,396,2025-10-31T15:35:04.878564+00:00
207,moc1,0.7891,817,663,2025-10-31T15:35:04.878564+00:00
207,dog,0.6514,696,525,2025-10-31T15:35:04.880570+00:00
207,moc4,0.4668,344,419,2025-10-31T15:35:04.880570+00:00
208,moc1,0.8345,817,662,2025-10-31T15:35:04.924783+00:00
208,moc3,0.8115,126,667,2025-10-31T15:35:04.924783+00:00
208,songoku,0.7974,438,395,2025-10-31T15:35:04.924783+00:00
208,dog,0.626,696,525,2025-10-31T15:35:04.924783+00:00
208,moc4,0.4785,345,415,2025-10-31T15:35:04.926790+00:00
209,songoku,0.8135,438,395,2025-10-31T15:35:04.965601+00:00
209,moc1,0.8042,818,662,2025-10-31T15:35:04.965601+00:00
209,moc3,0.8008,126,667,2025-10-31T15:35:04.967109+00:00
209,dog,0.6875,696,525,2025-10-31T15:35:04.967492+00:00
209,moc4,0.564,344,417,2025-10-31T15:35:04.967492+00:00
210,moc1,0.8501,818,663,2025-10-31T15:35:05.002219+00:00
210,songoku,0.811,437,396,2025-10-31T15:35:05.002219+00:00
210,moc3,0.7852,126,666,2025-10-31T15:35:05.002219+00:00
210,dog,0.7339,697,524,2025-10-31T15:35:05.002219+00:00
210,moc4,0.3943,345,419,2025-10-31T15:35:05.004227+00:00
211,moc1,0.8354,817,663,2025-10-31T15:35:05.045535+00:00
211,moc3,0.8174,127,666,2025-10-31T15:35:05.045535+00:00
211,songoku,0.7754,436,397,2025-10-31T15:35:05.045535+00:00
211,dog,0.6704,695,525,2025-10-31T15:35:05.045535+00:00
211,moc4,0.3738,345,417,2025-10-31T15:35:05.045535+00:00
211,moc2,0.3167,693,401,2025-10-31T15:35:05.045535+00:00
212,moc1,0.8018,818,663,2025-10-31T15:35:05.083429+00:00
212,moc3,0.792,126,666,2025-10-31T15:35:05.083429+00:00
212,songoku,0.7832,434,397,2025-10-31T15:35:05.085436+00:00
212,dog,0.6978,695,524,2025-10-31T15:35:05.085436+00:00
212,moc4,0.5889,344,418,2025-10-31T15:35:05.085436+00:00
213,moc1,0.8276,817,663,2025-10-31T15:35:05.124760+00:00
213,songoku,0.8052,433,397,2025-10-31T15:35:05.124760+00:00
213,moc3,0.7798,126,667,2025-10-31T15:35:05.124760+00:00
213,dog,0.6841,695,525,2025-10-31T15:35:05.124760+00:00
213,moc4,0.3577,345,418,2025-10-31T15:35:05.124760+00:00
213,moc2,0.3469,692,400,2025-10-31T15:35:05.124760+00:00
388,moc1,0.8501,817,663,2025-10-31T15:35:11.292283+00:00
388,songoku,0.8027,540,383,2025-10-31T15:35:11.292283+00:00
388,moc3,0.7969,126,666,2025-10-31T15:35:11.292283+00:00
388,dog,0.7593,697,525,2025-10-31T15:35:11.292283+00:00
388,moc4,0.7153,345,419,2025-10-31T15:35:11.308066+00:00
389,moc1,0.8335,818,663,2025-10-31T15:35:11.333935+00:00
389,moc3,0.8105,126,667,2025-10-31T15:35:11.339453+00:00
389,songoku,0.7686,545,381,2025-10-31T15:35:11.339453+00:00
389,dog,0.7593,697,525,2025-10-31T15:35:11.339453+00:00
389,moc4,0.5273,345,418,2025-10-31T15:35:11.339453+00:00
390,moc3,0.8242,126,667,2025-10-31T15:35:11.371246+00:00
390,moc1,0.814,818,663,2025-10-31T15:35:11.371246+00:00
390,songoku,0.7925,548,381,2025-10-31T15:35:11.371246+00:00
390,dog,0.752,697,525,2025-10-31T15:35:11.371246+00:00
390,moc4,0.6426,346,421,2025-10-31T15:35:11.371246+00:00
391,moc1,0.8428,818,663,2025-10-31T15:35:11.412636+00:00
391,moc3,0.8066,127,667,2025-10-31T15:35:11.413619+00:00
391,songoku,0.7456,550,381,2025-10-31T15:35:11.413619+00:00
391,dog,0.7153,697,527,2025-10-31T15:35:11.414627+00:00
391,moc4,0.5981,345,418,2025-10-31T15:35:11.416165+00:00
392,moc1,0.8438,817,663,2025-10-31T15:35:11.450130+00:00
392,moc3,0.8081,126,667,2025-10-31T15:35:11.450130+00:00
392,songoku,0.7925,551,382,2025-10-31T15:35:11.450130+00:00
392,dog,0.7432,696,526,2025-10-31T15:35:11.450130+00:00
392,moc4,0.6602,345,420,2025-10-31T15:35:11.450130+00:00
393,moc1,0.8174,817,663,2025-10-31T15:35:11.494626+00:00
393,songoku,0.8062,552,381,2025-10-31T15:35:11.496634+00:00
393,moc3,0.749,126,666,2025-10-31T15:35:11.496634+00:00
393,dog,0.6895,697,527,2025-10-31T15:35:11.497641+00:00
393,moc4,0.5488,345,420,2025-10-31T15:35:11.497641+00:00
394,moc1,0.814,818,663,2025-10-31T15:35:11.539534+00:00
394,moc3,0.8018,126,667,2025-10-31T15:35:11.539534+00:00
394,songoku,0.7769,553,380,2025-10-31T15:35:11.539534+00:00
394,moc4,0.6772,344,419,2025-10-31T15:35:11.539534+00:00
394,dog,0.6621,697,527,2025-10-31T15:35:11.539534+00:00
395,moc1,0.8174,818,663,2025-10-31T15:35:11.576831+00:00
395,songoku,0.7656,552,381,2025-10-31T15:35:11.578933+00:00
395,moc4,0.7646,345,419,2025-10-31T15:35:11.578933+00:00
395,moc3,0.749,127,667,2025-10-31T15:35:11.578933+00:00
395,dog,0.7476,697,527,2025-10-31T15:35:11.578933+00:00
396,moc1,0.8276,817,663,2025-10-31T15:35:11.608366+00:00
396,moc4,0.8115,345,420,2025-10-31T15:35:11.608366+00:00
396,moc3,0.7798,126,666,2025-10-31T15:35:11.608366+00:00
396,songoku,0.7544,553,381,2025-10-31T15:35:11.608366+00:00
396,dog,0.7534,697,527,2025-10-31T15:35:11.616310+00:00
397,moc1,0.8398,817,662,2025-10-31T15:35:11.650048+00:00
397,moc3,0.7744,127,667,2025-10-31T15:35:11.650048+00:00
397,dog,0.7661,697,527,2025-10-31T15:35:11.650048+00:00
397,songoku,0.7642,553,381,2025-10-31T15:35:11.650048+00:00
397,moc4,0.6406,344,419,2025-10-31T15:35:11.650048+00:00
398,moc1,0.8301,817,662,2025-10-31T15:35:11.681753+00:00
398,moc3,0.7534,127,667,2025-10-31T15:35:11.681753+00:00
398,dog,0.7202,696,527,2025-10-31T15:35:11.681753+00:00
398,songoku,0.7148,551,382,2025-10-31T15:35:11.681753+00:00
398,moc4,0.6479,344,419,2025-10-31T15:35:11.681753+00:00
399,moc1,0.8374,817,662,2025-10-31T15:35:11.702862+00:00
399,moc3,0.7734,128,666,2025-10-31T15:35:11.702862+00:00
399,moc4,0.7388,345,420,2025-10-31T15:35:11.702862+00:00
399,dog,0.6406,696,527,2025-10-31T15:35:11.716222+00:00
399,songoku,0.5898,552,381,2025-10-31T15:35:11.716222+00:00
400,moc1,0.8354,817,662,2025-10-31T15:35:11.734604+00:00
400,moc3,0.7983,126,666,2025-10-31T15:35:11.734604+00:00
400,moc4,0.6875,345,420,2025-10-31T15:35:11.734604+00:00
400,dog,0.5601,696,527,2025-10-31T15:35:11.734604+00:00
400,songoku,0.3794,551,381,2025-10-31T15:35:11.734604+00:00
401,moc1,0.8267,818,662,2025-10-31T15:35:11.776772+00:00
401,moc3,0.8267,127,667,2025-10-31T15:35:11.776772+00:00
401,moc4,0.7295,346,419,2025-10-31T15:35:11.776772+00:00
401,moc2,0.7251,692,403,2025-10-31T15:35:11.776772+00:00
401,dog,0.4609,697,526,2025-10-31T15:35:11.782437+00:00
402,moc1,0.8481,816,663,2025-10-31T15:35:11.798086+00:00
402,moc3,0.8066,126,667,2025-10-31T15:35:11.798086+00:00
402,moc4,0.7358,346,421,2025-10-31T15:35:11.798086+00:00
402,moc2,0.7056,693,403,2025-10-31T15:35:11.798086+00:00
402,dog,0.606,696,527,2025-10-31T15:35:11.813918+00:00
402,songoku,0.3887,551,380,2025-10-31T15:35:11.813918+00:00
403,moc1,0.853,817,662,2025-10-31T15:35:11.845631+00:00
403,moc3,0.8008,126,667,2025-10-31T15:35:11.845631+00:00
403,moc4,0.7993,346,419,2025-10-31T15:35:11.845631+00:00
403,moc2,0.7983,692,400,2025-10-31T15:35:11.845631+00:00
403,dog,0.5581,697,526,2025-10-31T15:35:11.845631+00:00
403,songoku,0.3711,550,380,2025-10-31T15:35:11.845631+00:00
404,moc1,0.8276,817,663,2025-10-31T15:35:11.877519+00:00
404,moc2,0.8188,692,401,2025-10-31T15:35:11.877519+00:00
404,moc3,0.7866,126,666,2025-10-31T15:35:11.877519+00:00
404,moc4,0.7788,345,421,2025-10-31T15:35:11.877519+00:00
404,dog,0.583,696,528,2025-10-31T15:35:11.877519+00:00
404,songoku,0.4321,550,381,2025-10-31T15:35:11.877519+00:00
405,moc1,0.8291,817,662,2025-10-31T15:35:11.916480+00:00
405,moc2,0.8008,692,401,2025-10-31T15:35:11.916480+00:00
405,moc3,0.7773,126,666,2025-10-31T15:35:11.916480+00:00
405,moc4,0.7231,345,420,2025-10-31T15:35:11.918484+00:00
405,dog,0.5488,695,527,2025-10-31T15:35:11.918484+00:00
405,songoku,0.4629,550,380,2025-10-31T15:35:11.918484+00:00
406,moc1,0.8438,817,663,2025-10-31T15:35:11.940254+00:00
406,moc3,0.814,125,667,2025-10-31T15:35:11.940254+00:00
406,moc2,0.7852,692,401,2025-10-31T15:35:11.940254+00:00
406,moc4,0.7549,345,420,2025-10-31T15:35:11.940254+00:00
406,dog,0.5469,697,527,2025-10-31T15:35:11.940254+00:00
406,songoku,0.3452,550,380,2025-10-31T15:35:11.940254+00:00
407,moc1,0.8276,817,663,2025-10-31T15:35:11.982067+00:00
407,moc3,0.7959,127,666,2025-10-31T15:35:11.982067+00:00
407,moc2,0.7891,692,401,2025-10-31T15:35:11.982067+00:00
407,moc4,0.769,345,419,2025-10-31T15:35:11.982067+00:00
407,dog,0.5078,697,527,2025-10-31T15:35:11.982067+00:00
408,moc1,0.8276,817,663,2025-10-31T15:35:12.013644+00:00
408,moc2,0.7993,692,402,2025-10-31T15:35:12.013644+00:00
408,moc3,0.7959,126,667,2025-10-31T15:35:12.015648+00:00
408,moc4,0.7866,346,419,2025-10-31T15:35:12.015648+00:00
408,dog,0.5962,696,528,2025-10-31T15:35:12.016151+00:00
408,songoku,0.3857,551,382,2025-10-31T15:35:12.016151+00:00
409,moc1,0.8154,818,662,2025-10-31T15:35:12.047846+00:00
409,moc4,0.8057,346,419,2025-10-31T15:35:12.047846+00:00
409,moc3,0.7993,126,666,2025-10-31T15:35:12.047846+00:00
409,moc2,0.793,692,401,2025-10-31T15:35:12.047846+00:00
409,dog,0.5488,695,528,2025-10-31T15:35:12.047846+00:00
409,songoku,0.4495,551,381,2025-10-31T15:35:12.047846+00:00
410,moc1,0.8174,817,662,2025-10-31T15:35:12.079690+00:00
410,moc2,0.814,692,401,2025-10-31T15:35:12.079690+00:00
410,moc3,0.7944,127,667,2025-10-31T15:35:12.079690+00:00
410,moc4,0.646,345,418,2025-10-31T15:35:12.079690+00:00
410,dog,0.5889,696,528,2025-10-31T15:35:12.079690+00:00
410,songoku,0.4158,552,381,2025-10-31T15:35:12.081695+00:00
411,moc1,0.832,818,663,2025-10-31T15:35:12.116186+00:00
411,moc2,0.8208,693,402,2025-10-31T15:35:12.116186+00:00
411,moc3,0.7607,127,667,2025-10-31T15:35:12.116186+00:00
411,moc4,0.6001,345,418,2025-10-31T15:35:12.116186+00:00
411,dog,0.5312,695,528,2025-10-31T15:35:12.116186+00:00
411,songoku,0.4893,551,381,2025-10-31T15:35:12.116186+00:00
412,moc1,0.8521,817,663,2025-10-31T15:35:12.146897+00:00
412,moc3,0.7842,128,667,2025-10-31T15:35:12.146897+00:00
412,moc2,0.7446,692,402,2025-10-31T15:35:12.146897+00:00
412,moc4,0.7075,345,419,2025-10-31T15:35:12.146897+00:00
412,dog,0.543,696,529,2025-10-31T15:35:12.146897+00:00
412,songoku,0.4092,551,380,2025-10-31T15:35:12.146897+00:00
413,moc1,0.8335,818,663,2025-10-31T15:35:12.178591+00:00
413,moc3,0.7827,127,667,2025-10-31T15:35:12.178591+00:00
413,moc2,0.7788,691,401,2025-10-31T15:35:12.178591+00:00
413,moc4,0.6758,345,421,2025-10-31T15:35:12.178591+00:00
413,dog,0.5371,697,529,2025-10-31T15:35:12.178591+00:00
413,songoku,0.397,550,380,2025-10-31T15:35:12.178591+00:00
414,moc1,0.8447,818,663,2025-10-31T15:35:12.216176+00:00
414,moc4,0.7983,345,419,2025-10-31T15:35:12.216176+00:00
414,moc3,0.769,127,667,2025-10-31T15:35:12.216176+00:00
414,moc2,0.7622,692,401,2025-10-31T15:35:12.216176+00:00
414,dog,0.5195,697,528,2025-10-31T15:35:12.216176+00:00
414,songoku,0.4561,551,381,2025-10-31T15:35:12.216176+00:00
415,moc1,0.854,818,663,2025-10-31T15:35:12.242236+00:00
415,moc2,0.7944,692,400,2025-10-31T15:35:12.242236+00:00
415,moc3,0.7734,127,667,2025-10-31T15:35:12.242236+00:00
415,moc4,0.7637,345,419,2025-10-31T15:35:12.242236+00:00
415,dog,0.4844,697,529,2025-10-31T15:35:12.242236+00:00
415,songoku,0.4697,550,381,2025-10-31T15:35:12.242236+00:00
416,moc1,0.853,818,662,2025-10-31T15:35:12.273822+00:00
416,moc3,0.8188,126,666,2025-10-31T15:35:12.273822+00:00
416,moc2,0.7295,692,403,2025-10-31T15:35:12.273822+00:00
416,moc4,0.686,344,420,2025-10-31T15:35:12.273822+00:00
416,dog,0.5176,697,528,2025-10-31T15:35:12.273822+00:00
416,songoku,0.4207,550,380,2025-10-31T15:35:12.273822+00:00
417,moc1,0.8579,818,662,2025-10-31T15:35:12.316285+00:00
417,moc3,0.8291,126,667,2025-10-31T15:35:12.316285+00:00
417,moc2,0.7759,693,401,2025-10-31T15:35:12.316285+00:00
417,moc4,0.7124,345,420,2025-10-31T15:35:12.316285+00:00
417,songoku,0.5156,550,380,2025-10-31T15:35:12.316285+00:00
417,dog,0.5059,696,528,2025-10-31T15:35:12.316285+00:00
